timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
583795790,0,37.4559157,126.9541677,171.793,190.25,1725539358200041,11141125,0.34100002,3.1415925,0.94900006,1.353,0.59999996,0.89,66,47,0.036000002,-0.006,0.035,0.004,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
583903366,0,37.4559157,126.9541677,171.781,190.238,1725539358300041,11141125,0.323,3.1415925,0.94900006,1.3520001,0.59999996,0.89,66,47,0.009000001,0.001,-0.009000001,0.025,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
583997804,0,37.4559156,126.9541677,171.779,190.236,1725539358400041,11141125,0.28100002,3.1415925,0.94900006,1.3520001,0.59999996,0.89,66,47,0.019000001,0.015000001,0.011000001,-0.003,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584095836,0,37.4559156,126.9541677,171.77,190.227,1725539358500041,11141125,0.291,3.1415925,0.94900006,1.3520001,0.59999996,0.89,66,47,0.055000003,-0.041,-0.037,-0.004,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584193808,0,37.4559156,126.9541677,171.772,190.229,1725539358600041,11141125,0.324,3.1415925,0.94900006,1.3520001,0.59999996,0.89,66,47,0.043,0.042000003,-0.006,-0.009000001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584297783,0,37.4559156,126.9541677,171.763,190.219,1725539358700041,11141125,0.342,3.1415925,0.94900006,1.3510001,0.59999996,0.89,66,47,0.027,-0.010000001,0.026,0.010000001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584396807,0,37.455915499999996,126.9541677,171.763,190.219,1725539358800041,11141125,0.279,3.1415925,0.94900006,1.3510001,0.59999996,0.89,66,47,0.046000004,-0.039,-0.024,0.018000001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584494808,0,37.455915499999996,126.9541677,171.761,190.21800000000002,1725539358900041,11141125,0.307,3.1415925,0.94900006,1.3510001,0.59999996,0.89,66,47,0.067,0.065000005,0.013,0.001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584603161,0,37.455915499999996,126.9541677,171.757,190.214,1725539359000041,11141125,0.298,3.1415925,0.94900006,1.35,0.59999996,0.89,66,47,0.036000002,0.030000001,0.018000001,0.055000003,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584698828,0,37.455915499999996,126.9541677,171.75900000000001,190.216,1725539359100041,11141125,0.32500002,3.1415925,0.94900006,1.35,0.59999996,0.89,66,47,0.041,-0.038000003,0.016,0.019000001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584791783,0,37.455915499999996,126.9541678,171.757,190.214,1725539359200041,11141125,0.317,3.1415925,0.94900006,1.35,0.59999996,0.89,66,53,0.012,0.002,0.011000001,-0.007,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584896784,0,37.455915399999995,126.9541678,171.752,190.208,1725539359300041,11141125,0.365,3.1415925,0.94900006,1.35,0.59999996,0.89,66,53,0.068,-0.041,0.054,0.004,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
584994801,0,37.455915399999995,126.9541678,171.746,190.203,1725539359400041,11141125,0.33800003,3.1415925,0.94900006,1.3490001,0.59999996,0.89,66,53,0.039,-0.007,0.039,0.013,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
585094783,0,37.455915399999995,126.95416789999999,171.746,190.203,1725539359500041,11141125,0.27800003,3.1415925,0.9480001,1.3490001,0.59999996,0.89,66,53,0.019000001,0.014,0.012,-0.029000001,5.527105,0,nan,0.0,0.0,0.0,0,4,2,1,1,28,0,0,0
