timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
181604000,181604000,0,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
182108000,181604000,0,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
182612000,181604000,0,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
183116000,181604000,0,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
183620000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
184124000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
184628000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
185132000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
185636000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
186140000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
186644000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
187148000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
187652000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
188156000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
188660000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
189164000,181604000,183260000,181604000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
189524000,181604000,183260000,189524000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
189572000,181604000,183260000,189524000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
