timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
643764165,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
644265532,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
644451867,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
644957863,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
645453917,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
645959861,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
646466127,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
646972861,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
647479863,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
647986315,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
648480863,643764039,0,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
648986875,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
649492890,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
649999065,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
650504863,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
651010861,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
651506934,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
652012910,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
652520862,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
653026861,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
653522553,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
654027863,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
654534915,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
655041974,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
655537863,643764039,648943272,536798075,2147411071,8307839,0,2,2,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
655560042,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
656066860,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
656551068,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
657057862,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
657563863,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
658070863,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
658565884,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
659071895,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
659577862,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
660083878,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
660578864,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
661085860,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
661591883,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
662098669,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
662603862,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
663110912,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
663605864,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
664111862,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
664618862,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
665125045,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
665631113,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
666138080,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
666632863,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
667138888,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
667645916,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
668151863,643764039,648943272,655559851,2147411071,8307839,0,2,2,6,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
